ebmcode;ebmlabel;price
36826;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend den Gebührenordnungspositionen 36106, 36116, 36126, 36136, 36146, 36156, 36166, 36176, 36196, 36206, 36216, 36226, 36236, 36246, 36256, 36266, 36276, 36286, 36296, 36306, 36316, 36326, 36336 oder 36346 einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;191,40
36827;Anästhesie und/oder Narkose, im Rahmen der Durchführung von Leistungen entsprechend den Gebührenordnungspositionen 36107, 36117, 36127, 36137, 36147, 36157, 36167, 36177, 36197, 36207, 36217, 36227, 36237, 36247, 36257, 36267, 36277, 36287, 36297, 36307, 36317, 36327, 36337 oder 36347, einschließlich der prä- und postanästhesiologischen Rüstzeiten, mittels eines oder mehrerer der nachfolgend genannten Verfahren:;199,64
36828;Zuschlag zu den Gebührenordnungspositionen 36821 bis 36826 bei Simultaneingriffen sowie zu der Gebührenordnungsposition 36827 bei Fortsetzung einer Anästhesie und/oder Narkose für jeweils vollendete 15 Minuten Schnitt-Naht-Zeit;19,93
36829;Zuschlag zur Gebührenordnungsposition 36823 bei Fortsetzung einer Anästhesie und/oder Narkose für jeweils vollendete 15 Minuten Schnitt-Naht-Zeit bei Verlängerung eines Eingriffs nach der Gebührenordnungsposition 36289 entsprechend dem Zuschlag nach der Gebührenordnungsposition 36290;19,93
36840;Patientenadaptiertes Narkosemanagement im Zusammenhang mit einem operativen Eingriff nach der Gebührenordnungsposition 36350;30,26
36841;Patientenadaptiertes Narkosemanagement im Zusammenhang mit einem operativen Eingriff nach der Gebührenordnungsposition 36351;49,88
36861;Strukturpauschale bei der Behandlung eines Patienten entsprechend der Bestimmungen der Präambel 36.1 Nr. 2 bei einer Verweildauer von bis zu 13 Tagen,;8,66
36867;Strukturpauschale bei der Behandlung eines Patienten entsprechend der Bestimmungen der Präambel 36.1 Nr. 2 bei einer Verweildauer von mehr als 13 Tagen,;113,34
36881;Pneumologischer Komplex / Bodyplethysmographie ;27,86
36882;Kardiologischer Komplex / Untersuchung mittels Einschwemmkatheter;38,72
36883;Zuschlag zu den Gebührenordnungsposition 33070 bis 33073 für die Laufband-Ergometrie ;6,99
36884;Bestimmung der Blutgase und des Säure-Basen-Status ;5,53
37100;Zuschlag zur Versichertenpauschale oder Grundpauschale für die Betreuung von Patienten gemäß Präambel 37.1 Nr. 3 und gemäß Anlage 27 zum BMV-Ä;13,05
37102;Zuschlag zu den Gebührenordnungspositionen 01410 oder 01413 für die Betreuung von Patienten gemäß Präambel 37.1 Nr. 3 und gemäß Anlage 27 zum BMV-Ä;13,05
37105;Zuschlag zur Versichertenpauschale oder Grundpauschale für den koordinierenden Vertragsarzt gemäß Anlage 27 zum BMV-Ä;28,70
37113;Zuschlag zur Gebührenordnungsposition 01413 für den Besuch eines Patienten in einem Pflegeheim, mit dem ein Kooperationsvertrag nach § 119b SGB V besteht, der die Anforderungen der Anlage 27 zum BMV-Ä erfüllt;11,06
37120;Fallkonferenz gemäß Anlage 27 zum BMV-Ä;6,68
38100;Gebührenordnungsposition einschl. Wegekosten - entfernungsunabhängig - für das Aufsuchen eines Patienten durch einen vom behandelnden Arzt beauftragten angestellten Mitarbeiter der Arztpraxis zur Verrichtung medizinisch notwendiger delegierbarer Leistungen,;7,93
38105;Gebührenordnungsposition einschl. Wegekosten - entfernungsunabhängig - für das Aufsuchen eines weiteren Patienten derselben sozialen Gemeinschaft (auch z. B. Alten- oder Pflegeheim) in unmittelbarem zeitlichen Zusammenhang mit dem Aufsuchen eines Patienten nach der Gebührenordnungsposition 38100,;4,07
38200;Zuschlag zu der Gebührenordnungsposition 38100 für den Besuch und die Betreuung durch einen qualifizierten nichtärztlichen Praxisassistenten;9,39
38205;Zuschlag zu der Gebührenordnungsposition 38105 für den Besuch und die Betreuung eines weiteren Patienten durch einen qualifizierten nichtärztlichen Praxisassistenten;8,66
40100;Kostenpauschale für Versandmaterial, Versandgefäße usw. sowie für die Versendung bzw. den Transport von Untersuchungsmaterial, ggf. auch von infektiösem Untersuchungsmaterial, einschl. der Kosten für die Übermittlung von Untersuchungsergebnissen der;NA
40104;Kostenpauschale für Versandmaterial sowie für die Versendung bzw. den Transport von Röntgenaufnahmen und/oder Filmfolien mit dokumentierten Untersuchungsergebnissen bildgebender Verfahren,;NA
40106;Kostenpauschale für Versandmaterial sowie für die Versendung bzw. den Transport von Langzeit-EKG-Datenträgern,;NA
40120;Kostenpauschale für die Versendung bzw. den Transport von Briefen und/oder schriftlichen Unterlagen bis 20 g (z. B. im Postdienst Standardbrief) oder für die Übermittlung eines Telefax;NA
40122;Kostenpauschale für die Versendung bzw. den Transport von Briefen und/oder schriftlichen Unterlagen bis 50 g und/oder digitalen Befunddatenträgern (z. B. im Postdienst Kompaktbrief);NA
40124;Kostenpauschale für die Versendung bzw. den Transport von Briefen und/oder schriftlichen Unterlagen bis 500 g (z. B. im Postdienst Großbrief);NA
40126;Kostenpauschale für die Versendung bzw. den Transport von Briefen und/oder schriftlichen Unterlagen bis 1000 g (z. B. im Postdienst Maxibrief);NA
40142;Kostenpauschale für Leistungen entsprechend der Gebührenordnungspositionen 01620, 01621 oder 01622, bei Abfassung in freier Form, wenn vereinbarte Vordrucke nicht verwendet werden können,;NA
40144;Kostenpauschale für fotokopierte oder EDV-technisch reproduzierte Befundmitteilungen, Berichte, Arztbriefe und andere patientenbezogene Unterlagen ausschließlich für den mit- oder weiterbehandelnden oder konsiliarisch tätigen Arzt oder den Arzt des Krankenhauses,;NA
40150;Kostenpauschale für drei ausgegebene Testbriefchen, wenn die Leistungen entsprechend der Gebührenordnungspositionen 01734 oder 32040 nicht erbracht werden konnten;NA
40152;Kostenpauschale für ein ausgegebenes Testbriefchen für den Nachweis von Albumin im Stuhl, wenn die Leistung entsprechend der Gebührenordnungsposition 32041 nicht erbracht werden konnte;NA
40154;Kostenpauschale bei Durchführung der Leistung entsprechend der Gebührenordnungsposition 02400 für den Bezug des ¹³C-Harnstoffs gemäß Nr. 7 der Allgemeinen Bestimmungen;NA
40156;Kostenpauschale bei Durchführung eines medikamentös ausgelösten Schwangerschaftsabbruchs entsprechend der Leistung nach der Gebührenordnungsposition 01906 für den Bezug von Mifepriston;NA
40160;Kostenpauschale bei Durchführung einer interventionellen endoskopischen Untersuchung des Gastrointestinaltraktes entsprechend der Gebührenordnungspositionen 01741, 13401, 13421 oder 13422 für die beim Eingriff eingesetzte(n) Einmalsklerosierungsnadel(n);NA
40300;Kostenpauschale für die Durchführung der Leistung entsprechend der Gebührenordnungsposition 34291;NA
40302;Kostenpauschale für die Durchführung einer PTCA an einem Gefäß, ggf. einschl. Stent entsprechend der Gebührenordnungsposition 34292;NA
40304;Kostenpauschale für die Durchführung einer PTCA an mehreren Gefäßen, ggf. einschl. Stents entsprechend der Gebührenordnungsposition 34292, zusätzlich zur Sachkostenpauschale Nr. 40302;NA
40306;Kostenpauschale im Zusammenhang mit der Durchführung der Leistung entsprechend der Gebührenordnungsposition 34291 für die Qualitätssicherung gem. der Richtlinie des Gemeinsamen Bundesausschusses nach § 92 Abs. 1 Satz 2 Nr. 13 i. V. m. § 136 Abs. 1 Nr. 1 SGB V über die einrichtungs- und sektorenübergreifenden Maßnahmen der Qualitätssicherung (Qesü-RL) für das Verfahren 1: Perkutane Koronarintervention (PCI) und Koronarangiographie;NA
40454;Kostenpauschale für sämtliche Sachkosten im Zusammenhang mit der Erbringung der Gebührenordnungsposition 34274 mit Ausnahme der im Zuschlag nach der Nr. 40455 enthaltenen Markierungsclips, ;NA
40455;Zuschlag zu der Kostenpauschale nach der Nr. 40454 für die Verwendung von Markierungsclips, ;NA
40500;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung von Leistungen entsprechend der Gebührenordnungspositionen 17310 oder 17320 bei Verwendung von 99mTc-Pertechnetat (Schilddrüse);NA
40502;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 17310 oder 17311 bei Verwendung von 99mTc-Phosphonaten(Knochen/Skelett);NA
40504;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17310 bei Verwendung von 99mTc-Makroaggregaten (Lunge);NA
40506;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17310 bei Verwendung von 99mTc-Aerosol (Lunge);NA
40508;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17310 bei Verwendung von 99mTc-HMPAO, 99mTc-ECD (Hirn);NA
40510;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 17310 oder 17340 bei Verwendung von 99mTc-DMSA, 99mTc-DTPA (Niere);NA
40512;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17310 bei Verwendung von 99mTc-DTPA (Hirn);NA
40514;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17340 bei Verwendung von 99mTc-MAG3 (Niere);NA
40516;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen nach den Gebührenordnungspositionen 17310 oder 17351 bei Verwendung von 99mTc-Kolloid (Leber);NA
40518;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17351 bei Verwendung von 99mTc-IDA-Verbindungen (Galle);NA
40520;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 17330, 17331 und 17310 bei Verwendung von 99mTc-markierten Perfusionsmarkern (Herz, Schilddrüse);NA
40522;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 17332, 17333 und 17350 bei Verwendung von 99mTc-markierten Eigenerythrozyten (Herz, Leber, abdominale Blutungssuche);NA
40524;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 17310 oder 17311 bei Verwendung von 99mTc-markierten Liganden (Tumorlokalisation);NA
40526;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 17310, 17311 oder 17350 bei Verwendung von 99mTc-markierten Antikörpern (Knochenmark, Entzündungslokalisation);NA
40528;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 17310 oder 17311 bei Verwendung von 99mTc-markierten Mikro-/Nanokolloiden (Lymphknotendiagnostik);NA
40530;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17351 bei Verwendung einer 99mTc-markierten Testmahlzeit (gastrointestinale Motilität);NA
40532;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 17310, 17330 oder 17331 bei Verwendung von 201-TL-CI(Myokard);NA
40534;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17310 bei Verwendung von 123-J (Schilddrüse);NA
40536;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17310 bei Verwendung von 123-J MIBG (chromaffineTumoren/Nebennierenmark);NA
40538;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17310 bei Verwendung von 123-J-FP-CIT (M. Parkinson);NA
40540;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17321 bei Verwendung von 131-J (Schilddrüse);NA
40542;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17370 bei Verwendung von 131-J (Therapie, benigne);NA
40544;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17370 bei Verwendung von 131-J (Therapie, maligne);NA
40546;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17372 bei Verwendung von 131-J MIBG;NA
40548;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17350 bei Verwendung von 111-In Oxinat (Zellmarkierung);NA
40550;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 17310 oder 17311 bei Verwendung von 111-In-Okteotid (Somatostatinrezeptor-Diagnostik);NA
40552;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungspositionen 17310 oder 17311 bei Verwendung von 111-In DTPA;NA
40554;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17351 bei Verwendung von 75-Se-SeHCAT (Gallensäuren);NA
40556;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungspositionen 17371 oder 17373 bei Verwendung von 90-Yttrium-Colloid (Radiosynoviorthese);NA
40558;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungspositionen 17371 oder 17373 bei Verwendung von 186-Rhenium-Colloid (Radiosynoviorthese);NA
40560;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17371 bei Verwendung von 169-Erbium-Colloid (Radiosynoviorthese);NA
40562;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17372 zur Therapie von Knochenmetastasen mit Radioisotopen;NA
40564;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17340 bei Verwendung von 51-Cr-EDTA (Niere);NA
40566;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 17310 und 17311 bei Verwendung von 67-Ga-Citrat (Entzündungsszintigraphie);NA
40568;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17340 bei Verwendung von 123-J-Hippuran (Niere);NA
40570;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17350 bei Verwendung von 111-In Chlorid (Zell-/Protein-/Antikörpermarkierung);NA
40574;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17350 bei Verwendung von 57-Co-Cyancobolamin (Vitamin B 12 Resorption);NA
40576;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17310 bei Verwendung von radioaktiven Gasen (Lunge);NA
40578;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17350 bei Verwendung von Fe-59-Citrat / 51-Chromat (hämatologische Untersuchung);NA
40580;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungspositionen 25331, 25332 oder 25333 bei Verwendung von 192-Iridium;NA
40582;Kostenpauschale für die Sachkosten, die im Rahmen des Umgangs, der Beschaffung und Lagerung sowie der Materialverwaltung, der Abfallbeseitigung und Entsorgung gemäß Strahlenschutzverordnung (StrlSchV) sowie dem Gesetz über den Verkehr mit Arzneimitteln (AMG) im Zusammenhang mit der Erbringung der Leistung entsprechend der Gebührenordnungsposition 17372 bei Verwendung von Radium-223-dichlorid entstehen,;NA
40584;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung der Leistungen entsprechend der Gebührenordnungspositionen 34700 bis 34703 bei Verwendung von 18F-Fluordesoxyglukose;NA
40680;Kostenpauschale für die Sachkosten im Zusammenhang mit der Erbringung einer Leistung entsprechend der Gebührenordnungsposition 31362;NA
40750;Kostenpauschale für die Sachkosten in Zusammenhang mit der Durchführung von endoskopischen Gelenkeingriffen (Arthroskopien) entsprechend der Gebührenordnungspositionen 31141 und 31142;NA
40752;Kostenpauschale für die Sachkosten in Zusammenhang mit der Durchführung von endoskopischen Gelenkeingriffen (Arthroskopien) entsprechend der Gebührenordnungspositionen 31143 und 31144;NA
40754;Kostenpauschale für die Sachkosten in Zusammenhang mit der Durchführung von endoskopischen Gelenkeingriffen (Arthroskopien) entsprechend der Gebührenordnungspositionen 31145 bis 31147;NA
40815;Kostenpauschale für Sachkosten bei Durchführung von Hämodialysen einschl. Sonderverfahren (z. B. Hämofiltration, Hämodiafiltration) bei Patienten bis zum vollendeten 18. Lebensjahr mit einer dialysepflichtigen Nierenerkrankung bei Dialysen am Wohnort,;NA
